397348020184	1	shared-owner-fix	gpt-5.6-luna	simple
865b2bd484bc	1	shared-owner-fix	gpt-5.6-luna	candidate
534afc5aec21	1	shared-owner-fix	gpt-5.6-terra	simple
2bcf4b8cc73d	1	shared-owner-fix	gpt-5.6-terra	candidate
9c5c6c43d836	1	startup-root-cause	gpt-5.6-luna	simple
8847998ba077	1	startup-root-cause	gpt-5.6-luna	candidate
9fcdeb8f8057	1	startup-root-cause	gpt-5.6-terra	simple
c35ad0a3d2b6	1	startup-root-cause	gpt-5.6-terra	candidate
e3335dbab968	2	shared-owner-fix	gpt-5.6-luna	simple
9978e3c679e9	2	shared-owner-fix	gpt-5.6-luna	candidate
a1e03e674817	2	shared-owner-fix	gpt-5.6-terra	simple
d3fecdf2a454	2	shared-owner-fix	gpt-5.6-terra	candidate
3100763ae8d2	2	startup-root-cause	gpt-5.6-luna	simple
5c54cbddda1e	2	startup-root-cause	gpt-5.6-luna	candidate
30c60cfe3455	2	startup-root-cause	gpt-5.6-terra	simple
1f87df9cdc4a	2	startup-root-cause	gpt-5.6-terra	candidate
f89f7068c39a	3	shared-owner-fix	gpt-5.6-luna	simple
50ecccdf1fac	3	shared-owner-fix	gpt-5.6-luna	candidate
59d5f5680b62	3	shared-owner-fix	gpt-5.6-terra	simple
a33551e6ae63	3	shared-owner-fix	gpt-5.6-terra	candidate
2301da65a435	3	startup-root-cause	gpt-5.6-luna	simple
c597bc4163a6	3	startup-root-cause	gpt-5.6-luna	candidate
1eb2163455cf	3	startup-root-cause	gpt-5.6-terra	simple
cc5b67a81acf	3	startup-root-cause	gpt-5.6-terra	candidate
