3dd50c47dd59	1	generated-file	gpt-5.6-luna	none
4d1adf7398f2	1	generated-file	gpt-5.6-luna	simple
d0cc3d115ebc	1	generated-file	gpt-5.6-luna	ponytail
49d9ce27bd43	1	generated-file	gpt-5.6-luna	simple-ponytail
685b04d77f6b	1	generated-file	gpt-5.6-luna	candidate
e611ba6b9ae1	1	generated-file	gpt-5.6-luna	candidate-ponytail
8fa8e3dba357	1	generated-file	gpt-5.6-terra	none
33988158366d	1	generated-file	gpt-5.6-terra	simple
3f9e3f98de98	1	generated-file	gpt-5.6-terra	ponytail
759892b02349	1	generated-file	gpt-5.6-terra	simple-ponytail
f450819140d8	1	generated-file	gpt-5.6-terra	candidate
06dec93c62f2	1	generated-file	gpt-5.6-terra	candidate-ponytail
a8323396240a	1	ownership-hotspot	gpt-5.6-luna	none
186958928953	1	ownership-hotspot	gpt-5.6-luna	simple
50029798b5a2	1	ownership-hotspot	gpt-5.6-luna	ponytail
101856e27058	1	ownership-hotspot	gpt-5.6-luna	simple-ponytail
66d0bd773582	1	ownership-hotspot	gpt-5.6-luna	candidate
20daf63952ce	1	ownership-hotspot	gpt-5.6-luna	candidate-ponytail
c44568621bc4	1	ownership-hotspot	gpt-5.6-terra	none
a8b456fc3e04	1	ownership-hotspot	gpt-5.6-terra	simple
e716e1b6a39a	1	ownership-hotspot	gpt-5.6-terra	ponytail
531dd81b2e4a	1	ownership-hotspot	gpt-5.6-terra	simple-ponytail
57057b46720a	1	ownership-hotspot	gpt-5.6-terra	candidate
c15ce89b3d29	1	ownership-hotspot	gpt-5.6-terra	candidate-ponytail
08af6d646dfa	1	comment-causality	gpt-5.6-luna	none
1b662e1bbbfa	1	comment-causality	gpt-5.6-luna	simple
cd65c0156c5e	1	comment-causality	gpt-5.6-luna	ponytail
57cbc89fd034	1	comment-causality	gpt-5.6-luna	simple-ponytail
df3d410eb0aa	1	comment-causality	gpt-5.6-luna	candidate
8b7cdfad0d36	1	comment-causality	gpt-5.6-luna	candidate-ponytail
3a114b3b932a	1	comment-causality	gpt-5.6-terra	none
427a63cda89b	1	comment-causality	gpt-5.6-terra	simple
1e3ffc744048	1	comment-causality	gpt-5.6-terra	ponytail
590b6a945043	1	comment-causality	gpt-5.6-terra	simple-ponytail
730de403e1ab	1	comment-causality	gpt-5.6-terra	candidate
f7be72ec6cec	1	comment-causality	gpt-5.6-terra	candidate-ponytail
134d7f813b6b	1	direct-budget	gpt-5.6-luna	none
c51958167170	1	direct-budget	gpt-5.6-luna	simple
011c6fb9660b	1	direct-budget	gpt-5.6-luna	ponytail
e5a161f37451	1	direct-budget	gpt-5.6-luna	simple-ponytail
c899020bc624	1	direct-budget	gpt-5.6-luna	candidate
caa7c1ebfa72	1	direct-budget	gpt-5.6-luna	candidate-ponytail
6cb2aa8efd1f	1	direct-budget	gpt-5.6-terra	none
dbbae77c7f6e	1	direct-budget	gpt-5.6-terra	simple
669ee33efc5b	1	direct-budget	gpt-5.6-terra	ponytail
9df950eb87e5	1	direct-budget	gpt-5.6-terra	simple-ponytail
70b2a916e02c	1	direct-budget	gpt-5.6-terra	candidate
0fa713741582	1	direct-budget	gpt-5.6-terra	candidate-ponytail
f75176e433dc	1	semantic-compression	gpt-5.6-luna	none
8c3e89cab233	1	semantic-compression	gpt-5.6-luna	simple
d9fdfa1bd9c6	1	semantic-compression	gpt-5.6-luna	ponytail
d89c3e4c2315	1	semantic-compression	gpt-5.6-luna	simple-ponytail
8866b939926e	1	semantic-compression	gpt-5.6-luna	candidate
2500208d7ca2	1	semantic-compression	gpt-5.6-luna	candidate-ponytail
ef880054d681	1	semantic-compression	gpt-5.6-terra	none
8a8efa69e8b7	1	semantic-compression	gpt-5.6-terra	simple
a0004e2dab82	1	semantic-compression	gpt-5.6-terra	ponytail
798d1bd33375	1	semantic-compression	gpt-5.6-terra	simple-ponytail
f8e74118075c	1	semantic-compression	gpt-5.6-terra	candidate
1a9221f81deb	1	semantic-compression	gpt-5.6-terra	candidate-ponytail
