63d8c82ec715	1	profile-authoring	gpt-5.6-luna	simple
fc91946d7c3c	1	profile-authoring	gpt-5.6-luna	candidate
9204f38b8cba	1	profile-authoring	gpt-5.6-terra	simple
352e43551309	1	profile-authoring	gpt-5.6-terra	candidate
d36de23830af	2	profile-authoring	gpt-5.6-luna	simple
f1ee2fc51ac9	2	profile-authoring	gpt-5.6-luna	candidate
1b11268ee9a1	2	profile-authoring	gpt-5.6-terra	simple
3ef72443bb3e	2	profile-authoring	gpt-5.6-terra	candidate
2203108cd9e3	3	profile-authoring	gpt-5.6-luna	simple
ab566f21416b	3	profile-authoring	gpt-5.6-luna	candidate
fe7ea2802c29	3	profile-authoring	gpt-5.6-terra	simple
b9984119d109	3	profile-authoring	gpt-5.6-terra	candidate
