4d1adf7398f2	1	generated-file	gpt-5.6-luna	simple
685b04d77f6b	1	generated-file	gpt-5.6-luna	candidate
33988158366d	1	generated-file	gpt-5.6-terra	simple
f450819140d8	1	generated-file	gpt-5.6-terra	candidate
186958928953	1	ownership-hotspot	gpt-5.6-luna	simple
66d0bd773582	1	ownership-hotspot	gpt-5.6-luna	candidate
a8b456fc3e04	1	ownership-hotspot	gpt-5.6-terra	simple
57057b46720a	1	ownership-hotspot	gpt-5.6-terra	candidate
1b662e1bbbfa	1	comment-causality	gpt-5.6-luna	simple
df3d410eb0aa	1	comment-causality	gpt-5.6-luna	candidate
427a63cda89b	1	comment-causality	gpt-5.6-terra	simple
730de403e1ab	1	comment-causality	gpt-5.6-terra	candidate
c51958167170	1	direct-budget	gpt-5.6-luna	simple
c899020bc624	1	direct-budget	gpt-5.6-luna	candidate
dbbae77c7f6e	1	direct-budget	gpt-5.6-terra	simple
70b2a916e02c	1	direct-budget	gpt-5.6-terra	candidate
8c3e89cab233	1	semantic-compression	gpt-5.6-luna	simple
8866b939926e	1	semantic-compression	gpt-5.6-luna	candidate
8a8efa69e8b7	1	semantic-compression	gpt-5.6-terra	simple
f8e74118075c	1	semantic-compression	gpt-5.6-terra	candidate
96923096723e	2	generated-file	gpt-5.6-luna	simple
a0d3aaa6d5c6	2	generated-file	gpt-5.6-luna	candidate
9e5c3e7fe36e	2	generated-file	gpt-5.6-terra	simple
9e148077809d	2	generated-file	gpt-5.6-terra	candidate
be51d60107dd	2	ownership-hotspot	gpt-5.6-luna	simple
3925a5656b79	2	ownership-hotspot	gpt-5.6-luna	candidate
cd0166dd5b33	2	ownership-hotspot	gpt-5.6-terra	simple
7e1bf0ead631	2	ownership-hotspot	gpt-5.6-terra	candidate
71804073d0dc	2	comment-causality	gpt-5.6-luna	simple
b6785a164e2a	2	comment-causality	gpt-5.6-luna	candidate
1e92aa10ea24	2	comment-causality	gpt-5.6-terra	simple
fc486289d58c	2	comment-causality	gpt-5.6-terra	candidate
a2fae64da980	2	direct-budget	gpt-5.6-luna	simple
f141680c35bf	2	direct-budget	gpt-5.6-luna	candidate
08f80e55f283	2	direct-budget	gpt-5.6-terra	simple
3e41d0f3d7b7	2	direct-budget	gpt-5.6-terra	candidate
2b75ef4e9c40	2	semantic-compression	gpt-5.6-luna	simple
e76be8ce4243	2	semantic-compression	gpt-5.6-luna	candidate
e6dd02b73a06	2	semantic-compression	gpt-5.6-terra	simple
58590a197956	2	semantic-compression	gpt-5.6-terra	candidate
525355abb9e7	3	generated-file	gpt-5.6-luna	simple
904e202fb6b4	3	generated-file	gpt-5.6-luna	candidate
5eb7236bb846	3	generated-file	gpt-5.6-terra	simple
3f7642112f47	3	generated-file	gpt-5.6-terra	candidate
c8a8ff29a7ac	3	ownership-hotspot	gpt-5.6-luna	simple
08eb4977409a	3	ownership-hotspot	gpt-5.6-luna	candidate
7bc5bb132da1	3	ownership-hotspot	gpt-5.6-terra	simple
08665f140e8e	3	ownership-hotspot	gpt-5.6-terra	candidate
5cd902407e79	3	comment-causality	gpt-5.6-luna	simple
712342d4511a	3	comment-causality	gpt-5.6-luna	candidate
4589614f91fc	3	comment-causality	gpt-5.6-terra	simple
43a6c9952eb1	3	comment-causality	gpt-5.6-terra	candidate
fb08d3303c45	3	direct-budget	gpt-5.6-luna	simple
2eef2fe7fe91	3	direct-budget	gpt-5.6-luna	candidate
35fc2656a95c	3	direct-budget	gpt-5.6-terra	simple
761a1e777070	3	direct-budget	gpt-5.6-terra	candidate
8ee836570563	3	semantic-compression	gpt-5.6-luna	simple
050e2998844b	3	semantic-compression	gpt-5.6-luna	candidate
c44e21e41b7e	3	semantic-compression	gpt-5.6-terra	simple
27d429552237	3	semantic-compression	gpt-5.6-terra	candidate
