2d19c916a76b50bb	1	correction-preserves	gpt-5.6-luna	previous
566c42456f37e790	1	correction-preserves	gpt-5.6-luna	candidate
a6521655d09bae76	1	fallback-selection	gpt-5.6-luna	candidate
97fd4d6942158f00	1	fallback-selection	gpt-5.6-luna	previous
9b329d970c36a1d8	1	reuse-package	gpt-5.6-luna	previous
e010d1de1fe77567	1	reuse-package	gpt-5.6-luna	candidate
d7167561948e5682	1	reuse-local	gpt-5.6-luna	candidate
37bd2473e3deb191	1	reuse-local	gpt-5.6-luna	previous
bdd4fe074644bd7f	1	reuse-direct	gpt-5.6-luna	previous
f9cc190bc7dbc543	1	reuse-direct	gpt-5.6-luna	candidate
7f93aee77c93c16b	1	writing-context	gpt-5.6-luna	candidate
fc592d85efd0877c	1	writing-context	gpt-5.6-luna	previous
1256d40abced1810	2	correction-preserves	gpt-5.6-luna	candidate
553fde5fd8a4359a	2	correction-preserves	gpt-5.6-luna	previous
d459e29daa0d6895	2	fallback-selection	gpt-5.6-luna	previous
049a14fed5702bc0	2	fallback-selection	gpt-5.6-luna	candidate
2818811c2e647046	2	reuse-package	gpt-5.6-luna	candidate
db372b1e8d908570	2	reuse-package	gpt-5.6-luna	previous
89aac9ef76c92b4c	2	reuse-local	gpt-5.6-luna	previous
4df307288eae1068	2	reuse-local	gpt-5.6-luna	candidate
d894cdbe07759538	2	reuse-direct	gpt-5.6-luna	candidate
6a3d89dd0e1e155e	2	reuse-direct	gpt-5.6-luna	previous
bdb50e7726ad7256	2	writing-context	gpt-5.6-luna	previous
4babd397d1e572a8	2	writing-context	gpt-5.6-luna	candidate
