ee84d56637273aa0	1	correction-preserves	gpt-5.6-luna	none
3fcfaae46805addd	1	correction-preserves	gpt-5.6-luna	current-a
3192be902527f4e3	1	correction-preserves	gpt-5.6-luna	current-b
b6b6174710928a86	1	correction-preserves	gpt-5.6-luna	candidate
ffab033e58f98529	1	fallback-selection	gpt-5.6-luna	current-a
89dc1ebde3bf10cd	1	fallback-selection	gpt-5.6-luna	current-b
b1f903e8d576b7ab	1	fallback-selection	gpt-5.6-luna	candidate
011648f83b04f22e	1	fallback-selection	gpt-5.6-luna	none
a2ce3d4bb30772a4	1	uncertain-write	gpt-5.6-luna	current-b
d55f7b18fac2615a	1	uncertain-write	gpt-5.6-luna	candidate
506dad826fd61052	1	uncertain-write	gpt-5.6-luna	none
75e87c38b7770b76	1	uncertain-write	gpt-5.6-luna	current-a
b49fcc6306ad495c	1	reuse-reference	gpt-5.6-luna	candidate
4b12974f526f38c0	1	reuse-reference	gpt-5.6-luna	none
86821bc08570ba5c	1	reuse-reference	gpt-5.6-luna	current-a
0ffe9b98cd39213f	1	reuse-reference	gpt-5.6-luna	current-b
66603cb4139ff4c2	1	easy-edit	gpt-5.6-luna	none
70190f7e3e3e3e5d	1	easy-edit	gpt-5.6-luna	current-a
f33d8bb7374a003b	1	easy-edit	gpt-5.6-luna	current-b
2c4b41881d21da4e	1	easy-edit	gpt-5.6-luna	candidate
